total_number_messages_human;total_number_messages_agent;world_nr;tick_nr
0;0;1;0
0;0;1;1
0;0;1;2
0;0;1;3
0;0;1;4
0;0;1;5
0;0;1;6
0;0;1;7
0;0;1;8
0;0;1;9
0;0;1;10
0;0;1;11
0;0;1;12
0;0;1;13
0;0;1;14
0;0;1;15
0;0;1;16
0;0;1;17
0;0;1;18
0;0;1;19
0;0;1;20
0;0;1;21
0;0;1;22
0;0;1;23
0;0;1;24
0;0;1;25
0;0;1;26
0;0;1;27
0;0;1;28
0;0;1;29
0;0;1;30
0;0;1;31
0;0;1;32
0;0;1;33
0;0;1;34
0;0;1;35
0;0;1;36
0;0;1;37
0;0;1;38
0;0;1;39
0;0;1;40
0;0;1;41
0;0;1;42
0;0;1;43
0;0;1;44
0;0;1;45
0;0;1;46
0;0;1;47
0;0;1;48
0;1;1;49
0;1;1;50
0;1;1;51
0;1;1;52
0;1;1;53
0;1;1;54
0;1;1;55
0;1;1;56
0;1;1;57
0;1;1;58
0;1;1;59
0;1;1;60
0;1;1;61
0;1;1;62
0;1;1;63
0;1;1;64
0;1;1;65
1;1;1;66
1;1;1;67
1;1;1;68
1;1;1;69
1;1;1;70
1;1;1;71
1;1;1;72
1;1;1;73
1;1;1;74
2;1;1;75
2;1;1;76
2;1;1;77
2;1;1;78
2;1;1;79
2;1;1;80
2;1;1;81
3;1;1;82
3;1;1;83
3;1;1;84
3;1;1;85
3;1;1;86
3;1;1;87
3;1;1;88
3;1;1;89
4;1;1;90
4;1;1;91
4;1;1;92
4;1;1;93
4;1;1;94
4;1;1;95
4;1;1;96
4;1;1;97
4;1;1;98
5;1;1;99
5;1;1;100
5;1;1;101
5;1;1;102
5;1;1;103
5;1;1;104
6;1;1;105
6;1;1;106
6;1;1;107
6;1;1;108
6;1;1;109
6;1;1;110
6;1;1;111
6;1;1;112
7;1;1;113
7;1;1;114
7;1;1;115
7;1;1;116
7;1;1;117
7;1;1;118
7;1;1;119
7;1;1;120
7;1;1;121
8;1;1;122
8;1;1;123
8;1;1;124
8;1;1;125
8;1;1;126
8;1;1;127
8;1;1;128
8;1;1;129
8;1;1;130
8;1;1;131
8;1;1;132
8;1;1;133
9;1;1;134
9;1;1;135
9;1;1;136
9;1;1;137
9;1;1;138
9;1;1;139
9;1;1;140
9;1;1;141
9;1;1;142
9;1;1;143
9;1;1;144
9;1;1;145
9;1;1;146
9;1;1;147
9;1;1;148
9;1;1;149
9;1;1;150
10;1;1;151
10;1;1;152
10;1;1;153
10;1;1;154
10;1;1;155
10;1;1;156
10;1;1;157
10;1;1;158
10;1;1;159
10;1;1;160
10;1;1;161
10;1;1;162
11;1;1;163
11;1;1;164
11;1;1;165
11;1;1;166
11;1;1;167
11;1;1;168
11;1;1;169
11;1;1;170
11;1;1;171
11;1;1;172
11;1;1;173
11;2;1;174
11;2;1;175
11;2;1;176
11;2;1;177
11;2;1;178
11;2;1;179
11;2;1;180
11;2;1;181
11;2;1;182
11;2;1;183
11;2;1;184
11;2;1;185
11;2;1;186
11;2;1;187
11;2;1;188
11;2;1;189
11;2;1;190
11;2;1;191
11;2;1;192
11;2;1;193
11;2;1;194
11;2;1;195
11;2;1;196
11;2;1;197
11;2;1;198
11;2;1;199
11;2;1;200
11;2;1;201
11;2;1;202
11;2;1;203
11;2;1;204
11;2;1;205
11;2;1;206
11;2;1;207
11;2;1;208
11;2;1;209
11;2;1;210
11;2;1;211
