score;completeness;rescuebot_action;rescuebot_location;human_action;human_location;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);1;0
0;0.0;;(22, 11);;(22, 12);1;1
0;0.0;;(22, 11);;(22, 12);1;2
0;0.0;;(22, 11);;(22, 12);1;3
0;0.0;;(22, 11);;(22, 12);1;4
0;0.0;;(22, 11);;(22, 12);1;5
0;0.0;;(22, 11);;(22, 12);1;6
0;0.0;;(22, 11);;(22, 12);1;7
0;0.0;;(22, 11);;(22, 12);1;8
0;0.0;;(22, 11);;(22, 12);1;9
0;0.0;;(22, 11);;(22, 12);1;10
0;0.0;;(22, 11);;(22, 12);1;11
0;0.0;;(22, 11);;(22, 12);1;12
0;0.0;;(22, 11);;(22, 12);1;13
0;0.0;;(22, 11);MoveSouth;(22, 13);1;14
0;0.0;;(22, 11);;(22, 13);1;15
0;0.0;;(22, 11);;(22, 13);1;16
0;0.0;;(22, 11);MoveSouth;(22, 14);1;17
0;0.0;MoveNorth;(22, 11);;(22, 14);1;18
0;0.0;MoveNorth;(22, 11);;(22, 14);1;19
0;0.0;MoveNorth;(22, 11);MoveWest;(21, 14);1;20
0;0.0;MoveNorth;(22, 11);;(21, 14);1;21
0;0.0;MoveNorth;(22, 11);MoveWest;(20, 14);1;22
0;0.0;MoveNorth;(22, 11);MoveWest;(19, 14);1;23
0;0.0;MoveNorth;(22, 11);;(19, 14);1;24
0;0.0;MoveNorth;(22, 11);;(19, 14);1;25
0;0.0;MoveNorth;(22, 10);;(19, 14);1;26
0;0.0;MoveNorth;(22, 10);MoveSouth;(19, 15);1;27
0;0.0;MoveNorth;(22, 10);;(19, 15);1;28
0;0.0;MoveNorth;(22, 10);;(19, 15);1;29
0;0.0;MoveNorth;(22, 10);;(19, 15);1;30
0;0.0;MoveNorth;(22, 10);;(19, 15);1;31
0;0.0;MoveNorth;(22, 10);;(19, 15);1;32
0;0.0;MoveNorth;(22, 10);;(19, 15);1;33
0;0.0;MoveNorth;(22, 10);;(19, 15);1;34
0;0.0;MoveNorth;(22, 9);;(19, 15);1;35
