total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
0;0;nan;nan;1;0
0;0;nan;nan;1;1
0;1;nan;4.0;1;2
0;1;nan;4.0;1;3
0;1;nan;4.0;1;4
0;1;nan;4.0;1;5
0;1;nan;4.0;1;6
0;1;nan;4.0;1;7
0;1;nan;4.0;1;8
0;1;nan;4.0;1;9
0;1;nan;4.0;1;10
0;1;nan;4.0;1;11
0;1;nan;4.0;1;12
0;1;nan;4.0;1;13
0;1;nan;4.0;1;14
0;1;nan;4.0;1;15
0;1;nan;4.0;1;16
0;1;nan;4.0;1;17
0;1;nan;4.0;1;18
0;1;nan;4.0;1;19
0;1;nan;4.0;1;20
0;1;nan;4.0;1;21
1;1;4.0;4.0;1;22
1;1;4.0;4.0;1;23
1;1;4.0;4.0;1;24
1;1;4.0;4.0;1;25
1;2;4.0;4.0;1;26
1;2;4.0;4.0;1;27
1;2;4.0;4.0;1;28
1;2;4.0;4.0;1;29
1;2;4.0;4.0;1;30
1;2;4.0;4.0;1;31
1;2;4.0;4.0;1;32
1;2;4.0;4.0;1;33
1;2;4.0;4.0;1;34
1;2;4.0;4.0;1;35
1;2;4.0;4.0;1;36
1;2;4.0;4.0;1;37
1;2;4.0;4.0;1;38
1;2;4.0;4.0;1;39
1;2;4.0;4.0;1;40
1;2;4.0;4.0;1;41
1;2;4.0;4.0;1;42
1;2;4.0;4.0;1;43
1;2;4.0;4.0;1;44
1;2;4.0;4.0;1;45
1;2;4.0;4.0;1;46
1;2;4.0;4.0;1;47
1;2;4.0;4.0;1;48
1;2;4.0;4.0;1;49
1;2;4.0;4.0;1;50
1;2;4.0;4.0;1;51
1;2;4.0;4.0;1;52
1;2;4.0;4.0;1;53
1;2;4.0;4.0;1;54
1;2;4.0;4.0;1;55
1;2;4.0;4.0;1;56
1;2;4.0;4.0;1;57
1;2;4.0;4.0;1;58
1;2;4.0;4.0;1;59
1;2;4.0;4.0;1;60
