total_number_messages_human;total_number_messages_agent;world_nr;tick_nr
0;0;1;0
0;0;1;1
0;0;1;2
0;0;1;3
0;0;1;4
0;0;1;5
0;0;1;6
0;0;1;7
0;0;1;8
0;0;1;9
0;0;1;10
0;0;1;11
0;0;1;12
0;0;1;13
0;0;1;14
0;0;1;15
0;0;1;16
0;0;1;17
0;0;1;18
0;0;1;19
0;0;1;20
0;0;1;21
0;0;1;22
0;0;1;23
0;0;1;24
0;0;1;25
0;0;1;26
0;0;1;27
0;0;1;28
0;0;1;29
0;0;1;30
0;0;1;31
0;0;1;32
0;0;1;33
0;0;1;34
0;0;1;35
0;0;1;36
0;0;1;37
0;0;1;38
0;0;1;39
0;0;1;40
0;0;1;41
0;0;1;42
0;0;1;43
0;0;1;44
0;0;1;45
0;0;1;46
0;0;1;47
0;0;1;48
0;0;1;49
0;0;1;50
0;0;1;51
0;0;1;52
0;0;1;53
0;0;1;54
0;0;1;55
0;0;1;56
0;0;1;57
0;0;1;58
0;0;1;59
0;0;1;60
0;0;1;61
0;0;1;62
0;0;1;63
0;0;1;64
0;0;1;65
0;0;1;66
0;0;1;67
0;0;1;68
0;0;1;69
0;0;1;70
0;0;1;71
0;0;1;72
0;0;1;73
0;0;1;74
0;0;1;75
0;0;1;76
0;0;1;77
0;0;1;78
0;0;1;79
0;0;1;80
0;0;1;81
0;0;1;82
0;0;1;83
0;0;1;84
0;0;1;85
0;0;1;86
0;0;1;87
0;0;1;88
0;0;1;89
0;0;1;90
0;1;1;91
0;1;1;92
0;1;1;93
0;1;1;94
0;1;1;95
0;1;1;96
0;1;1;97
0;1;1;98
0;1;1;99
0;1;1;100
0;1;1;101
0;1;1;102
0;1;1;103
0;1;1;104
0;1;1;105
1;1;1;106
1;1;1;107
1;1;1;108
1;1;1;109
1;1;1;110
1;1;1;111
1;1;1;112
1;1;1;113
2;1;1;114
2;1;1;115
2;1;1;116
2;1;1;117
2;1;1;118
2;1;1;119
2;1;1;120
2;1;1;121
3;1;1;122
3;1;1;123
3;1;1;124
3;1;1;125
3;1;1;126
3;1;1;127
3;1;1;128
4;1;1;129
4;1;1;130
4;1;1;131
4;1;1;132
4;1;1;133
4;1;1;134
4;1;1;135
4;1;1;136
5;1;1;137
5;1;1;138
5;1;1;139
5;1;1;140
5;1;1;141
5;1;1;142
5;1;1;143
6;1;1;144
6;1;1;145
6;1;1;146
6;1;1;147
6;1;1;148
6;1;1;149
6;1;1;150
7;1;1;151
7;1;1;152
7;1;1;153
7;1;1;154
7;1;1;155
7;1;1;156
7;1;1;157
7;1;1;158
7;1;1;159
8;1;1;160
8;1;1;161
8;1;1;162
8;1;1;163
8;1;1;164
8;1;1;165
8;1;1;166
8;1;1;167
8;1;1;168
8;1;1;169
9;1;1;170
9;1;1;171
9;1;1;172
9;1;1;173
9;1;1;174
9;1;1;175
9;1;1;176
9;1;1;177
9;1;1;178
9;1;1;179
9;1;1;180
9;1;1;181
9;1;1;182
9;1;1;183
9;1;1;184
10;1;1;185
10;1;1;186
10;1;1;187
10;1;1;188
10;1;1;189
10;1;1;190
10;1;1;191
10;1;1;192
10;1;1;193
11;1;1;194
11;1;1;195
11;1;1;196
11;1;1;197
11;1;1;198
11;1;1;199
11;1;1;200
11;1;1;201
11;1;1;202
11;1;1;203
11;1;1;204
11;1;1;205
11;1;1;206
11;1;1;207
11;1;1;208
11;1;1;209
11;1;1;210
11;1;1;211
