total_number_messages_human;total_number_messages_agent;world_nr;tick_nr
0;0;1;0
0;0;1;1
0;0;1;2
0;0;1;3
0;0;1;4
0;0;1;5
0;0;1;6
0;0;1;7
0;0;1;8
0;0;1;9
0;0;1;10
0;0;1;11
0;0;1;12
0;0;1;13
0;0;1;14
0;0;1;15
0;0;1;16
0;0;1;17
0;0;1;18
0;0;1;19
0;0;1;20
0;0;1;21
0;0;1;22
0;0;1;23
0;0;1;24
0;0;1;25
0;0;1;26
0;0;1;27
0;0;1;28
0;0;1;29
0;0;1;30
0;0;1;31
0;0;1;32
0;0;1;33
0;0;1;34
0;0;1;35
0;0;1;36
0;0;1;37
0;0;1;38
0;0;1;39
0;0;1;40
0;0;1;41
0;0;1;42
0;0;1;43
0;0;1;44
0;0;1;45
0;0;1;46
0;0;1;47
0;0;1;48
0;0;1;49
0;0;1;50
0;0;1;51
0;0;1;52
0;0;1;53
0;0;1;54
0;0;1;55
0;0;1;56
0;0;1;57
0;0;1;58
0;0;1;59
0;0;1;60
0;0;1;61
0;0;1;62
0;0;1;63
0;0;1;64
0;0;1;65
0;0;1;66
0;0;1;67
0;0;1;68
0;0;1;69
0;0;1;70
0;0;1;71
0;0;1;72
0;0;1;73
0;0;1;74
0;0;1;75
0;0;1;76
0;0;1;77
0;1;1;78
0;1;1;79
0;1;1;80
0;1;1;81
0;1;1;82
0;1;1;83
0;1;1;84
0;1;1;85
0;1;1;86
0;1;1;87
0;1;1;88
0;1;1;89
0;1;1;90
0;1;1;91
0;1;1;92
0;1;1;93
0;1;1;94
0;1;1;95
0;1;1;96
1;1;1;97
1;1;1;98
1;1;1;99
1;1;1;100
1;1;1;101
1;1;1;102
1;1;1;103
1;1;1;104
1;1;1;105
1;1;1;106
2;1;1;107
2;1;1;108
2;1;1;109
2;1;1;110
2;1;1;111
2;1;1;112
2;1;1;113
2;1;1;114
2;1;1;115
2;1;1;116
3;1;1;117
3;1;1;118
3;1;1;119
3;1;1;120
3;1;1;121
3;1;1;122
3;1;1;123
3;1;1;124
3;1;1;125
3;1;1;126
3;1;1;127
3;1;1;128
4;1;1;129
4;1;1;130
4;1;1;131
4;1;1;132
4;1;1;133
4;1;1;134
4;1;1;135
4;1;1;136
4;1;1;137
4;1;1;138
5;1;1;139
5;1;1;140
5;1;1;141
5;1;1;142
5;1;1;143
5;1;1;144
5;1;1;145
5;1;1;146
5;1;1;147
6;1;1;148
6;1;1;149
6;1;1;150
6;1;1;151
6;1;1;152
6;1;1;153
6;1;1;154
6;1;1;155
6;1;1;156
6;1;1;157
7;1;1;158
7;1;1;159
7;1;1;160
7;1;1;161
7;1;1;162
7;1;1;163
7;1;1;164
7;1;1;165
7;1;1;166
7;1;1;167
7;1;1;168
7;1;1;169
7;1;1;170
7;1;1;171
7;1;1;172
7;1;1;173
7;1;1;174
7;1;1;175
7;1;1;176
7;1;1;177
7;1;1;178
7;1;1;179
7;1;1;180
7;1;1;181
7;1;1;182
7;1;1;183
7;1;1;184
7;1;1;185
7;1;1;186
7;1;1;187
7;1;1;188
7;1;1;189
7;1;1;190
7;1;1;191
8;1;1;192
8;1;1;193
8;1;1;194
8;1;1;195
8;1;1;196
8;1;1;197
8;1;1;198
8;1;1;199
8;1;1;200
8;1;1;201
8;1;1;202
8;2;1;203
8;2;1;204
8;2;1;205
8;2;1;206
8;2;1;207
8;2;1;208
8;2;1;209
8;2;1;210
8;2;1;211
