total_number_messages_human;total_number_messages_agent;world_nr;tick_nr
0;0;1;0
0;0;1;1
0;0;1;2
0;0;1;3
0;0;1;4
0;0;1;5
0;0;1;6
0;0;1;7
0;0;1;8
0;0;1;9
0;0;1;10
0;0;1;11
0;0;1;12
0;0;1;13
0;0;1;14
0;0;1;15
0;0;1;16
0;0;1;17
0;0;1;18
0;0;1;19
0;0;1;20
0;0;1;21
0;0;1;22
0;0;1;23
0;0;1;24
0;0;1;25
0;0;1;26
0;0;1;27
0;0;1;28
0;0;1;29
0;0;1;30
0;0;1;31
0;0;1;32
0;0;1;33
0;0;1;34
0;0;1;35
0;0;1;36
0;0;1;37
0;0;1;38
0;0;1;39
0;0;1;40
0;0;1;41
0;0;1;42
0;0;1;43
0;0;1;44
0;0;1;45
0;0;1;46
0;0;1;47
0;0;1;48
0;0;1;49
0;0;1;50
0;0;1;51
0;0;1;52
0;0;1;53
0;0;1;54
0;0;1;55
0;0;1;56
0;0;1;57
0;0;1;58
0;0;1;59
0;0;1;60
0;0;1;61
0;0;1;62
0;0;1;63
0;0;1;64
0;0;1;65
0;0;1;66
0;0;1;67
0;0;1;68
0;0;1;69
0;0;1;70
0;0;1;71
0;0;1;72
0;0;1;73
0;0;1;74
0;0;1;75
0;0;1;76
0;1;1;77
0;1;1;78
0;1;1;79
0;1;1;80
0;1;1;81
0;1;1;82
0;1;1;83
0;1;1;84
0;1;1;85
0;1;1;86
0;1;1;87
0;1;1;88
0;1;1;89
1;1;1;90
1;1;1;91
1;1;1;92
1;1;1;93
1;1;1;94
1;1;1;95
1;1;1;96
1;1;1;97
1;1;1;98
2;1;1;99
2;1;1;100
2;1;1;101
2;1;1;102
2;1;1;103
2;1;1;104
2;1;1;105
2;1;1;106
3;1;1;107
3;1;1;108
3;1;1;109
3;1;1;110
3;1;1;111
3;1;1;112
3;1;1;113
3;1;1;114
4;1;1;115
4;1;1;116
4;1;1;117
4;1;1;118
4;1;1;119
4;1;1;120
4;1;1;121
4;1;1;122
5;1;1;123
5;1;1;124
5;1;1;125
5;1;1;126
5;1;1;127
5;1;1;128
5;1;1;129
5;1;1;130
6;1;1;131
6;1;1;132
6;1;1;133
6;1;1;134
6;1;1;135
6;1;1;136
6;1;1;137
6;1;1;138
6;1;1;139
6;1;1;140
6;1;1;141
7;1;1;142
7;1;1;143
7;1;1;144
7;1;1;145
7;1;1;146
7;1;1;147
7;1;1;148
7;1;1;149
7;1;1;150
7;1;1;151
7;1;1;152
7;1;1;153
7;1;1;154
8;1;1;155
8;1;1;156
8;1;1;157
8;1;1;158
8;1;1;159
8;1;1;160
8;1;1;161
8;1;1;162
8;1;1;163
8;1;1;164
8;1;1;165
8;1;1;166
8;1;1;167
8;1;1;168
9;1;1;169
9;1;1;170
9;1;1;171
9;1;1;172
9;1;1;173
9;1;1;174
9;1;1;175
9;1;1;176
9;1;1;177
9;1;1;178
9;1;1;179
9;1;1;180
9;1;1;181
9;1;1;182
9;1;1;183
9;1;1;184
9;1;1;185
9;1;1;186
9;1;1;187
9;1;1;188
9;1;1;189
9;1;1;190
9;1;1;191
9;1;1;192
9;1;1;193
9;1;1;194
9;1;1;195
9;1;1;196
9;1;1;197
9;1;1;198
9;1;1;199
9;1;1;200
9;1;1;201
9;2;1;202
9;2;1;203
9;2;1;204
9;2;1;205
9;2;1;206
9;2;1;207
10;2;1;208
10;2;1;209
10;2;1;210
10;2;1;211
