total_number_messages_human;total_number_messages_agent;world_nr;tick_nr
0;0;1;0
0;0;1;1
0;0;1;2
0;0;1;3
0;0;1;4
0;0;1;5
0;0;1;6
0;0;1;7
0;0;1;8
0;0;1;9
0;0;1;10
0;0;1;11
0;0;1;12
0;0;1;13
0;0;1;14
0;0;1;15
0;0;1;16
0;0;1;17
0;0;1;18
0;0;1;19
0;0;1;20
0;0;1;21
0;0;1;22
0;0;1;23
0;0;1;24
0;0;1;25
0;0;1;26
0;0;1;27
0;0;1;28
0;0;1;29
0;0;1;30
0;0;1;31
0;0;1;32
0;0;1;33
0;0;1;34
0;0;1;35
0;0;1;36
0;0;1;37
0;0;1;38
0;0;1;39
0;0;1;40
0;0;1;41
0;0;1;42
0;0;1;43
0;0;1;44
0;0;1;45
0;0;1;46
0;0;1;47
0;0;1;48
0;0;1;49
0;0;1;50
0;0;1;51
0;0;1;52
0;0;1;53
0;0;1;54
0;0;1;55
0;0;1;56
0;0;1;57
0;0;1;58
0;0;1;59
0;0;1;60
0;0;1;61
0;0;1;62
0;0;1;63
0;1;1;64
0;1;1;65
0;1;1;66
0;1;1;67
0;1;1;68
0;1;1;69
0;1;1;70
0;1;1;71
0;1;1;72
0;1;1;73
0;1;1;74
0;1;1;75
0;1;1;76
0;1;1;77
1;1;1;78
1;1;1;79
1;1;1;80
1;1;1;81
1;1;1;82
1;1;1;83
1;1;1;84
1;1;1;85
2;1;1;86
2;1;1;87
2;1;1;88
2;1;1;89
2;1;1;90
2;1;1;91
2;1;1;92
2;1;1;93
2;1;1;94
3;1;1;95
3;1;1;96
3;1;1;97
3;1;1;98
3;1;1;99
3;1;1;100
3;1;1;101
3;1;1;102
4;1;1;103
4;1;1;104
4;1;1;105
4;1;1;106
4;1;1;107
4;1;1;108
4;1;1;109
4;1;1;110
4;1;1;111
4;1;1;112
4;1;1;113
4;1;1;114
5;1;1;115
5;1;1;116
5;1;1;117
5;1;1;118
5;1;1;119
5;1;1;120
5;1;1;121
5;1;1;122
5;1;1;123
6;1;1;124
6;1;1;125
6;1;1;126
6;1;1;127
6;1;1;128
6;1;1;129
7;1;1;130
7;1;1;131
7;1;1;132
7;1;1;133
7;1;1;134
7;1;1;135
8;1;1;136
8;1;1;137
8;1;1;138
8;1;1;139
8;1;1;140
8;1;1;141
8;1;1;142
8;1;1;143
8;1;1;144
8;1;1;145
8;1;1;146
8;1;1;147
8;1;1;148
9;1;1;149
9;1;1;150
9;1;1;151
9;1;1;152
9;1;1;153
9;1;1;154
9;1;1;155
9;1;1;156
9;1;1;157
9;1;1;158
9;1;1;159
10;1;1;160
10;1;1;161
10;1;1;162
10;1;1;163
10;1;1;164
10;1;1;165
10;1;1;166
10;1;1;167
10;1;1;168
10;1;1;169
10;1;1;170
10;1;1;171
10;1;1;172
10;1;1;173
10;1;1;174
10;1;1;175
10;1;1;176
11;1;1;177
11;1;1;178
11;1;1;179
11;1;1;180
11;1;1;181
11;1;1;182
11;1;1;183
11;1;1;184
11;1;1;185
11;1;1;186
11;1;1;187
11;1;1;188
11;2;1;189
11;2;1;190
11;2;1;191
11;2;1;192
11;2;1;193
11;2;1;194
11;2;1;195
11;2;1;196
11;2;1;197
11;2;1;198
11;2;1;199
11;2;1;200
11;2;1;201
11;2;1;202
11;2;1;203
11;2;1;204
11;2;1;205
11;2;1;206
11;2;1;207
11;2;1;208
11;2;1;209
11;2;1;210
11;2;1;211
